age,monthly_income,debt_ratio,payment_history,accounts,tenure,delinquency,approval
60,7711,0.4794462287370058,0,4,12,0,0
67,7302,0.9343756796404208,1,1,3,1,0
40,5747,0.240548848214587,0,3,8,1,0
61,9402,0.27402469403848584,1,1,10,0,1
55,5681,0.9207379356930562,0,4,5,0,0
37,3507,0.07673951374525623,1,4,7,0,1
40,3963,0.6095608219048099,0,2,14,1,0
62,4428,0.6817359520656108,1,2,1,1,0
69,8494,0.5055417234297395,0,1,6,0,0
33,4955,0.6942318788231372,0,2,12,0,0
67,4705,0.172754646011967,1,4,14,1,0
59,5038,0.8526322327715399,0,3,8,0,0
25,1713,0.14002568946988558,0,3,6,1,0
67,8260,0.4008124443157497,1,1,4,0,0
38,8011,0.0752576013082058,1,2,11,1,0
18,9879,0.5452110788174002,1,1,8,1,0
25,9521,0.6697458074256392,1,2,8,0,0
46,2746,0.9412216350952906,0,3,14,0,0
49,2207,0.7393361958960009,1,2,14,1,0
55,1784,0.5411029164541511,1,2,6,0,0
22,3696,0.9326170171703337,1,1,8,0,0
64,8073,0.47843683804087656,0,3,12,0,0
39,6036,0.5612056530988694,0,2,6,1,0
64,8127,0.5960985276700957,0,3,4,1,0
51,4718,0.40997972588656684,0,2,11,1,0
18,6775,0.8384826905658241,1,3,12,0,0
43,8910,0.18517593884505912,0,2,6,1,0
60,3693,0.554842190371608,0,4,9,0,0
27,1625,0.722233256187194,1,3,8,0,0
47,4708,0.9039761718765772,1,4,14,1,0
67,7859,0.8839183964342784,0,4,7,1,0
35,9953,0.5087402894301419,1,4,5,1,0
34,8692,0.6431614511633417,0,2,13,0,0
43,7398,0.394237736129301,0,3,7,0,0
25,8252,0.4681777628802003,0,2,1,1,0
64,2555,0.9062657925730495,1,2,8,0,0
57,9867,0.930703993192474,1,3,5,1,0
66,5187,0.8954140580670197,0,1,7,1,0
29,8767,0.13837086181363822,0,2,7,1,0
44,1036,0.8500840213306362,1,4,8,0,0
25,2787,0.9483637310214803,0,2,7,1,0
42,7283,0.3612496945736047,1,1,6,1,0
63,9060,0.5186462894216692,1,4,12,1,0
21,9065,0.7790952558129959,1,2,6,1,0
50,4880,0.5620781375656487,1,3,5,0,0
18,6932,0.9934835217062494,0,4,5,0,0
36,9328,0.45571336515682836,1,1,4,0,0
48,7333,0.7139427112073776,1,2,7,0,0
33,6759,0.7925911401965442,1,3,13,0,0
31,7485,0.49410041575843944,0,4,12,0,0
65,6067,0.8569838057113758,0,4,11,0,0
22,1661,0.5461545912071964,0,3,14,1,0
58,8973,0.4116507968016314,0,1,3,1,0
43,7386,0.10782367385194702,0,4,5,0,0
45,8887,0.3934135763504242,1,1,3,1,0
19,1414,0.7339364547332842,0,1,8,0,0
67,7850,0.9212864116801073,0,3,5,0,0
23,9534,0.2516794038603103,1,4,11,1,0
26,3729,0.3552355173305026,0,2,13,1,0
50,4897,0.1539609941044262,0,3,10,1,0
58,3169,0.6907228942289688,1,3,6,1,0
42,2878,0.9601884300099253,0,1,1,0,0
65,7454,0.6409522198481755,0,2,14,1,0
30,5570,0.6170765300062263,1,3,11,0,0
26,2515,0.5534899305004339,0,1,4,0,0
30,1574,0.08845574068553652,0,4,9,1,0
48,3867,0.7295038264293836,1,1,5,1,0
58,4544,0.6020495435493508,0,2,1,1,0
28,5477,0.661476768856287,0,2,4,0,0
21,1071,0.8988110930274216,0,1,12,0,0
51,3980,0.7839607870610179,0,4,6,1,0
55,6492,0.7809152521545261,0,2,7,1,0
63,5759,0.9271837688793476,1,2,7,0,0
21,9084,0.9899349514629996,0,4,8,1,0
55,1039,0.5812827319610596,1,3,5,1,0
36,6373,0.10888161603116575,0,2,6,1,0
23,8565,0.4591299077754364,0,1,11,1,0
51,2900,0.7876011464616444,1,4,11,1,0
35,3217,0.02772532476184919,1,2,2,1,0
30,5796,0.05688743835614907,1,3,14,1,0
58,5606,0.06715778238282133,0,2,12,0,0
40,2283,0.7310357583283108,0,3,10,1,0
36,9775,0.5011666285631721,1,2,12,1,0
62,9650,0.3688979435205936,0,2,2,0,0
28,1815,0.10561704526173599,0,1,14,0,0
18,3511,0.7322402502058891,0,4,3,1,0
41,1246,0.3210198105508997,0,4,4,0,0
24,5825,0.2653240700646672,0,1,6,1,0
42,7516,0.6523192015535509,1,4,6,0,0
38,1416,0.5590108925968418,0,4,3,0,0
32,7702,0.3624106418133016,1,4,1,0,1
18,4717,0.6414874708055881,0,2,3,1,0
29,1107,0.2712215203841182,0,2,4,0,0
24,5513,0.7948302616043268,0,3,9,1,0
32,2421,0.22931895030765392,0,3,10,1,0
38,8283,0.15883769538201564,1,4,8,0,1
36,1255,0.7824394094988749,0,4,13,0,0
46,8248,0.7078920306979332,0,4,4,1,0
42,3962,0.18263897570179843,1,1,7,1,0
50,3282,0.11624575268993798,0,2,13,1,0
66,9744,0.8383990884866921,0,4,13,0,0
49,9372,0.776598482196688,0,4,9,1,0
66,2477,0.32725737369966423,1,2,2,0,1
52,9762,0.6581974082133667,0,3,3,1,0
61,5952,0.1241601865478108,1,4,1,0,1
55,6880,0.5070476590476781,1,4,8,1,0
43,6592,0.018730292060419873,0,4,2,1,0
28,8091,0.39160188092155546,0,4,7,0,0
52,1591,0.07484282147140509,0,2,7,0,0
25,7277,0.4751471801568825,0,2,11,0,0
63,3260,0.42168164685289433,1,2,3,0,0
31,1347,0.444385026638056,0,3,2,0,0
27,9357,0.04533130204799407,0,4,3,1,0
19,6032,0.3616163412818324,0,3,12,0,0
63,5443,0.7564838490999165,1,3,8,0,0
26,9774,0.3689143733536201,0,2,12,0,0
20,7869,0.7151719526095807,0,4,9,0,0
38,6696,0.36947872363373324,0,4,11,0,0
43,4038,0.42323944149018644,0,3,8,1,0
25,3845,0.5638921128292661,0,1,11,0,0
65,8864,0.9506819368070825,0,1,2,1,0
19,7609,0.10886044664665517,0,4,12,0,0
23,2265,0.03291376866117368,1,4,13,0,1
45,3274,0.6079571838100452,1,3,9,1,0
46,3470,0.9490970889284264,0,3,6,0,0
43,3577,0.9897231325547149,0,2,12,0,0
42,4660,0.4841642473920018,0,3,2,1,0
29,2068,0.46808162108509843,1,3,9,1,0
22,6591,0.6449637707451962,0,1,5,0,0
51,6974,0.5556347572049698,0,1,6,1,0
65,5829,0.6340880576141181,1,1,1,0,0
54,2950,0.8739994255378942,1,1,12,0,0
32,9283,0.7463061694876093,0,3,13,0,0
61,4093,0.49687739168679557,0,4,14,1,0
53,6311,0.4618644590001696,1,1,2,1,0
32,2387,0.639601748513116,1,2,1,0,0
60,5274,0.4557062844202975,1,2,4,0,0
65,3285,0.45777935126563984,1,3,2,1,0
40,4206,0.016305901786504817,0,2,13,0,0
23,3924,0.17406413740730842,0,1,1,1,0
63,8045,0.48851363999575304,1,4,3,1,0
67,9471,0.8226534590503691,0,4,4,1,0
61,2618,0.27872700672712414,0,1,4,1,0
60,9562,0.522643433131149,1,2,3,1,0
62,6896,0.3449620847592322,1,3,2,0,1
38,8843,0.10480398953958903,1,4,12,1,0
40,8063,0.9582984830713006,0,1,8,1,0
60,9495,0.8546738702503017,0,1,10,1,0
33,2348,0.07849242446690641,0,2,13,0,0
64,6556,0.7197872624682846,1,3,11,1,0
32,6289,0.3475799043575002,0,3,2,1,0
42,3422,0.9948498070617926,1,2,5,1,0
53,4628,0.3023985198289777,0,1,7,0,0
28,3428,0.23873844536259992,1,2,9,0,1
68,4033,0.5678905483054052,0,2,12,0,0
32,7157,0.8351261633432041,0,2,3,1,0
21,9860,0.192518871819798,1,1,1,1,0
38,9691,0.7094027697193312,1,4,9,0,0
30,8813,0.061406583141121684,0,1,1,0,0
39,2414,0.9189347431104973,0,4,8,1,0
36,7708,0.08107491614729878,1,4,2,0,1
51,9721,0.9142313763441625,0,2,7,0,0
31,7635,0.4908072494527028,0,3,12,0,0
21,4621,0.44809111279591984,1,2,3,1,0
65,6315,0.9733070795003765,1,1,6,0,0
69,1754,0.9903841776982191,0,3,6,0,0
63,3347,0.650178125961012,1,3,4,0,0
44,1726,0.1271192918570485,0,1,8,1,0
46,5923,0.5061700856552025,0,1,12,1,0
64,3649,0.5291631009556624,1,2,12,0,0
45,3815,0.5144464281353097,0,1,5,0,0
52,4279,0.5694918385200097,0,4,7,0,0
25,3984,0.01872471379439067,0,4,13,0,0
33,4807,0.7112272814705024,0,3,5,0,0
59,8876,0.712394301952988,0,2,13,1,0
53,7099,0.11546977517788792,1,2,12,0,1
47,1607,0.5702394424458007,1,3,4,0,0
35,7169,0.5683611824357746,0,1,6,1,0
19,8790,0.6824504201904001,0,2,3,1,0
66,6573,0.08539769213508108,1,3,6,0,1
30,1634,0.6265033072660964,0,3,6,1,0
21,2074,0.2807519507463412,1,4,11,1,0
43,2914,0.5070029904961719,1,3,11,0,0
42,1588,0.7733235527040767,1,1,6,0,0
47,4231,0.7056459363630133,0,1,14,1,0
28,7351,0.11890301767799338,0,1,14,0,0
24,4838,0.5911847871160733,0,1,11,0,0
48,2973,0.9691165309407386,0,3,3,1,0
61,6044,0.15676943733500226,1,2,13,0,1
27,7103,0.8529070877254149,0,3,8,1,0
56,7683,0.7025480805537769,0,2,4,1,0
30,6837,0.7740033129097597,0,2,11,1,0
48,7783,0.28195832714264546,1,2,2,1,0
24,6594,0.28788892937984245,0,4,7,1,0
66,4822,0.9060194557764881,1,1,11,0,0
59,4389,0.35983203209255865,0,4,8,1,0
59,6914,0.06301539069281048,0,3,11,0,0
53,2780,0.60059670357945,0,4,4,0,0
37,4688,0.12481766904184266,0,2,6,1,0
21,8211,0.7965962414079082,0,3,8,0,0
24,6037,0.6417464425010574,1,1,5,1,0
18,7319,0.8747265052212082,0,2,9,1,0
61,9640,0.7848372497826352,1,1,6,0,0
62,1081,0.11211364833819615,0,4,6,1,0
59,7278,0.3810706764344223,0,1,12,0,0
64,7999,0.7745602499145873,1,3,13,0,0
30,2406,0.41734147326632576,0,2,2,0,0
39,8410,0.9723654847799783,1,1,7,1,0
38,2480,0.7357404498934492,1,4,9,0,0
39,4598,0.015499916690321025,0,3,5,1,0
45,8993,0.8799856915608364,0,2,14,0,0
26,5183,0.1008047848685576,0,4,5,0,0
43,4680,0.14052372418008585,0,2,12,1,0
26,8644,0.7344924006110509,0,1,13,0,0
32,5310,0.8649685594304802,1,4,11,0,0
27,2758,0.536349627899556,1,4,5,0,0
41,3599,0.2890497329457792,0,1,1,1,0
59,6616,0.35131554525317554,0,4,5,1,0
25,6813,0.342889329596056,1,4,10,0,1
41,4853,0.32667810380951223,1,4,8,0,1
33,3292,0.2429096718216498,1,1,3,1,0
66,2501,0.608867094629233,0,1,9,1,0
43,9422,0.9004053185650672,0,2,9,1,0
44,8550,0.30708241308334117,1,1,6,0,1
54,5250,0.18669429746141208,1,4,4,0,1
21,7991,0.8385776663714248,0,1,4,1,0
67,1114,0.7417833308897033,1,4,11,1,0
41,5406,0.9308370315599105,0,4,1,0,0
36,3347,0.16551973560490962,1,4,14,0,1
53,2041,0.14425131411659153,0,1,10,1,0
56,7927,0.5414293943049967,1,4,5,1,0
27,1011,0.6144336548350953,1,2,5,0,0
42,8980,0.48017344185958954,1,3,5,1,0
35,8871,0.5989666363238755,1,3,12,0,0
36,7375,0.18037976887507134,0,2,1,0,0
53,8098,0.47961375416408336,1,3,1,0,0
27,4676,0.6580925609396678,0,2,10,1,0
50,7109,0.4327064492487037,1,1,12,0,0
67,6397,0.6794473358165979,1,3,2,1,0
22,4065,0.4511912805538396,0,2,1,1,0
64,3036,0.33359958084227725,1,2,13,0,1
66,4046,0.30360504708709235,1,4,8,1,0
52,1540,0.410902058988588,0,1,12,0,0
61,1076,0.023089622682200828,1,2,12,1,0
51,4067,0.6685251384461137,1,3,4,0,0
50,1023,0.8451056409802619,1,4,6,0,0
38,6134,0.3546270944431186,0,4,8,0,0
34,1675,0.046033136141718556,1,4,14,0,1
39,7668,0.9867755973855576,0,1,5,0,0
65,5267,0.26369825545106695,0,2,6,1,0
54,6988,0.126621121690773,0,1,4,1,0
32,8652,0.36975250797302794,0,2,6,0,0
52,9680,0.7385570406335566,1,4,6,1,0
45,2485,0.2939165968905657,1,3,3,1,0
24,4659,0.5747032039194878,0,3,4,0,0
49,3419,0.4155599944371422,1,1,6,0,0
28,8740,0.11776399227661849,1,4,8,0,1
27,8143,0.33028701249211023,1,2,13,0,1
26,4495,0.7248705057140666,1,1,14,0,0
31,1756,0.6120038973314457,1,4,14,1,0
30,9448,0.11977837988356099,1,1,7,1,0
42,2779,0.16332240971430856,0,3,4,1,0
19,7487,0.6407333593074455,1,4,14,0,0
52,1258,0.8134154143208688,0,1,3,1,0
24,5075,0.34947449595816926,1,2,11,0,1
38,9498,0.5953107518434502,0,3,8,0,0
35,9014,0.17064358875210528,1,2,6,0,1
20,2118,0.31137633690532385,0,1,12,0,0
59,8631,0.0202702056730526,0,4,8,1,0
56,4017,0.7682759477995226,1,3,9,0,0
58,5341,0.4010098197729668,1,2,9,1,0
66,2658,0.8161255736539539,0,2,10,0,0
28,9378,0.7083729960227263,1,4,11,1,0
56,2797,0.8287442657284769,1,1,9,1,0
41,1784,0.2856586695828828,1,2,10,0,1
63,6691,0.18510873042784526,1,1,1,1,0
36,4196,0.9719056826516705,0,1,12,1,0
21,9532,0.7173277870408695,1,1,14,0,0
43,1562,0.8340422679266704,1,4,3,1,0
55,5746,0.013133373709933727,1,1,9,1,0
59,3999,0.35446162029588657,1,3,4,1,0
49,2193,0.7428166905773317,0,4,10,0,0
56,1068,0.07798283298998332,1,2,12,0,1
62,6679,0.5673399295689356,1,4,2,1,0
63,3428,0.4290727674550032,1,2,1,1,0
53,7200,0.017616507141107296,0,3,14,1,0
57,6396,0.23597557711945139,1,1,5,1,0
54,7993,0.2847919890667142,0,1,14,0,0
50,4598,0.11185994634632246,1,1,4,1,0
53,1573,0.6315369097426604,1,1,5,1,0
20,5214,0.24239787625188902,0,4,11,1,0
26,8636,0.27761949961938837,0,3,5,0,0
25,2478,0.8982385982001474,1,2,8,1,0
50,7127,0.46712309269313945,1,4,6,1,0
23,7676,0.39212814696927234,1,1,3,0,1
58,3196,0.7238710383147172,1,1,9,1,0
56,9166,0.9096137968829121,1,1,8,1,0
21,9846,0.025036336237443835,0,2,9,1,0
30,7050,0.4482388465553965,1,2,4,0,0
66,5650,0.6107813560779473,0,4,13,0,0
19,9484,0.3185630981259896,0,3,8,1,0
22,5526,0.7724077221232417,1,2,11,1,0
61,5412,0.9714770702702739,1,4,3,0,0
44,6443,0.9434273662502832,0,2,5,0,0
49,9787,0.2659825393799419,0,4,14,1,0
38,3593,0.226338278437486,1,1,7,1,0
25,7852,0.9574905310212211,0,2,1,1,0
55,7629,0.4586284874314659,0,1,14,0,0
25,4869,0.20829772308469174,0,3,1,0,0
67,8971,0.7069969636304182,1,1,3,0,0
20,8822,0.28442032390379157,1,3,4,0,1
61,3989,0.26724697507105233,0,2,1,0,0
20,8062,0.8792490430777847,0,3,8,1,0
39,6340,0.16247915337690344,1,1,2,1,0
23,4823,0.06439294646623639,1,2,11,1,0
19,4932,0.26918644017168725,0,4,5,0,0
40,9554,0.6069454128382038,1,2,13,1,0
61,3429,0.12308785340327055,1,4,14,0,1
19,8444,0.47159467227679375,1,1,6,0,0
55,8147,0.6273371104253198,1,2,11,1,0
34,8631,0.8487369925931739,1,4,6,1,0
52,4598,0.22986959120225436,0,1,6,1,0
51,5329,0.8173463233827895,0,3,11,1,0
40,7718,0.23490626113123858,1,4,1,1,0
47,9218,0.6767665412396405,1,3,3,0,0
69,1092,0.4306735714824551,1,2,3,0,0
25,9500,0.11468124237867017,1,4,8,0,1
39,1051,0.7142634628218487,0,1,6,1,0
61,1318,0.2177626185490178,0,1,2,1,0
53,6688,0.17662342602459147,1,3,13,1,0
22,8018,0.3583229285893832,1,1,14,1,0
30,8210,0.6532902447594835,1,2,1,0,0
46,4956,0.2339964787906278,1,2,4,1,0
48,7057,0.18366153878188574,1,3,1,1,0
64,7875,0.009953625713364334,0,4,5,1,0
33,5431,0.4716430971017236,0,1,12,1,0
59,2525,0.4286455693151827,1,2,11,1,0
47,8043,0.23386774363737628,1,4,8,0,1
33,2278,0.05365216400969075,0,2,10,1,0
29,9705,0.4292558745958369,0,2,2,1,0
34,7125,0.7882051110716313,0,4,8,1,0
33,8874,0.715282131327177,1,4,13,0,0
29,7900,0.8607948898601703,0,1,8,1,0
25,3500,0.009582687713155624,1,3,6,0,1
37,4464,0.9664193168045985,1,3,8,0,0
20,3259,0.34141225262744834,0,2,13,1,0
33,8496,0.9903977960919648,1,3,2,1,0
47,3659,0.25261946060177465,0,2,7,1,0
62,1255,0.4715363875782448,1,4,12,1,0
40,2502,0.35392767657530366,0,2,8,0,0
45,5656,0.3557607149943026,0,1,4,0,0
68,6430,0.8422820987482158,0,2,14,0,0
57,9598,0.7464189397373387,0,2,9,0,0
22,4176,0.9921514352300481,1,1,11,1,0
37,2860,0.6135146827175125,0,1,6,1,0
57,7158,0.46325660439450267,0,3,12,0,0
61,6806,0.09007386294689113,0,4,3,0,0
18,5354,0.9965614195138568,0,4,13,0,0
47,1722,0.5515306529322829,1,1,4,0,0
38,8579,0.7004774696901418,0,4,12,1,0
37,1613,0.4067423871913114,1,2,4,0,0
23,4331,0.5477157081792359,1,4,1,0,0
39,6790,0.9425777318928872,1,1,14,0,0
35,4116,0.16641943793160274,0,4,13,0,0
25,1330,0.2923725843302546,1,1,10,1,0
56,3212,0.15205972777803234,0,3,1,0,0
49,6493,0.7922159038047747,0,1,1,0,0
50,8232,0.06204526042182956,0,2,4,0,0
33,6614,0.0816316498513383,1,2,1,0,1
29,6913,0.2984941127873687,0,2,14,0,0
55,6913,0.5141881809210113,1,1,6,1,0
69,6611,0.40627480055958654,1,1,14,0,0
51,1319,0.04481631067080727,1,2,2,0,1
31,9085,0.9574915578709515,1,4,1,0,0
53,5200,0.9528695203580837,0,1,7,0,0
50,5791,0.2793563232407599,0,4,6,1,0
40,1329,0.7315256152685815,0,3,1,1,0
67,9851,0.5785754113832238,0,3,12,1,0
62,7742,0.23747669500562407,0,3,13,0,0
19,5916,0.26217155174161544,1,3,14,1,0
58,2793,0.49115317431045047,1,2,10,0,0
38,7457,0.4192369414973601,1,1,12,1,0
19,9125,0.29122932823126424,0,3,9,1,0
44,6703,0.8075115963051489,1,2,6,1,0
26,7170,0.4814629176373849,0,3,2,1,0
18,7644,0.6548480623891278,1,1,7,0,0
28,8420,0.18927350016787547,1,3,3,1,0
20,5155,0.5335076625164867,1,3,14,1,0
69,9411,0.3179760494466215,0,4,7,0,0
40,3611,0.5264136103948782,0,4,14,1,0
43,6691,0.7808258334109281,0,4,9,1,0
21,3593,0.7689132100912617,0,4,5,1,0
35,1095,0.3542206780342759,1,3,1,0,1
23,7041,0.6942771170796391,0,3,5,0,0
52,6063,0.941289950394277,0,4,8,1,0
39,9437,0.6256693299249064,1,1,8,1,0
60,4349,0.14841012338263715,1,2,3,0,1
32,8644,0.6797086292790951,1,3,4,0,0
39,7560,0.10490438634931132,0,4,12,1,0
54,6247,0.8721104087930271,1,2,8,0,0
69,6356,0.5166604958019403,1,4,8,1,0
59,5077,0.3851407363115795,0,4,7,0,0
29,5898,0.05700659464969238,1,1,6,0,1
64,2417,0.3807837345921097,0,1,4,1,0
66,9846,0.9032066679157894,0,3,10,1,0
59,1110,0.02098299628630318,0,4,13,1,0
55,9281,0.4746481577818049,1,2,9,0,0
35,9954,0.9311580911106223,1,3,2,1,0
62,8391,0.3948409997650211,1,1,2,1,0
52,6132,0.4281756874621504,0,3,1,0,0
47,3504,0.5785600551991199,1,3,11,0,0
41,9289,0.4629373335771835,0,4,12,1,0
59,6239,0.16860169123755242,1,2,3,0,1
47,1292,0.018555539069860405,0,1,3,1,0
31,2734,0.6098116579787016,0,3,4,0,0
23,6120,0.9208065870078121,0,3,3,0,0
20,7393,0.10636413302716563,0,4,10,0,0
33,3196,0.21095271925275338,0,3,6,0,0
24,4466,0.3702294858249735,0,2,9,1,0
69,2906,0.8087422290211197,0,4,8,0,0
31,2721,0.2692603164709776,0,1,6,1,0
26,2816,0.8820544042787685,0,3,8,0,0
32,9444,0.05495787465006641,0,3,8,1,0
38,5227,0.9409566212589349,0,4,10,1,0
52,6775,0.5607470778737649,0,3,6,0,0
19,4849,0.6587776784877045,1,1,2,1,0
44,6228,0.3676895225363531,1,2,5,1,0
19,7849,0.7819942855110603,0,2,4,1,0
52,2058,0.16656625008440606,1,4,12,1,0
35,3322,0.04891182527848703,0,3,6,1,0
31,9378,0.39551694310755714,1,4,2,1,0
37,1948,0.8536957139810395,0,4,4,0,0
35,9179,0.7549268366376947,1,4,13,1,0
27,5359,0.517155970488958,0,4,8,1,0
42,6660,0.5721377471653535,1,4,14,1,0
19,8254,0.12989282629875543,0,3,1,0,0
42,9401,0.8406815086175822,1,2,3,0,0
50,3093,0.7869596829641969,1,2,4,0,0
53,2563,0.6564703938869427,1,2,2,1,0
48,9217,0.46619103632893844,0,3,12,0,0
31,1174,0.9644592682795124,1,3,2,0,0
18,2334,0.8790319718764711,1,4,6,0,0
63,1321,0.6444304935146186,0,2,6,1,0
33,6698,0.3718009977172879,0,4,3,0,0
63,6604,0.6180222786815124,1,2,8,0,0
69,7742,0.5754409265306654,0,1,12,1,0
20,8436,0.3942419878349164,1,3,3,1,0
52,9524,0.3066739716880761,1,1,2,0,1
58,6674,0.4070107922373224,0,2,5,1,0
23,6002,0.5739114060333979,1,4,13,0,0
42,1910,0.4281348447110944,1,3,7,1,0
30,1949,0.26357448820138385,0,3,1,0,0
51,6425,0.7609633177608087,0,4,2,1,0
25,3514,0.5314674959574129,1,1,2,1,0
38,8701,0.06767516322559997,1,1,8,1,0
51,1100,0.3683165056261255,1,1,10,0,1
21,5646,0.8849134572119935,0,1,6,0,0
42,7945,0.7552365311999519,1,3,14,0,0
32,3400,0.3232467839440071,1,2,13,1,0
21,6801,0.9381831520445091,1,4,13,1,0
62,3343,0.07660290835821015,0,2,13,0,0
29,1352,0.9612347038921889,1,2,4,1,0
49,3955,0.24570509248467565,1,1,4,0,1
49,2018,0.009094180302419264,0,2,5,0,0
45,2179,0.4338080365183268,0,1,3,0,0
30,6193,0.35897042968700865,1,1,12,1,0
48,4536,0.5390890052067938,0,2,14,0,0
31,3502,0.7967728605698454,1,4,4,0,0
37,4819,0.8424308021504471,1,2,12,0,0
35,7855,0.4012299996116918,0,2,4,0,0
46,1979,0.4298457437063502,1,3,7,0,0
23,1976,0.14817773032947368,1,1,7,1,0
49,3280,0.047547608881163494,1,3,1,1,0
46,6897,0.6412149902350247,1,4,12,0,0
60,1107,0.06443762555269228,1,2,3,0,1
19,2626,0.7338301194214559,0,3,9,0,0
40,9895,0.5390901450222475,1,3,6,0,0
36,7229,0.1985829782260834,1,2,6,1,0
48,7877,0.5395229435126496,0,2,4,1,0
68,1874,0.18299771660209885,0,1,10,0,0
22,6543,0.438737207510412,0,1,9,1,0
36,4809,0.7995603162422289,0,3,14,1,0
51,3107,0.4619192934106374,0,2,12,0,0
27,1559,0.14869931829754823,0,1,3,0,0
42,9308,0.7238286818229451,0,1,8,0,0
19,5969,0.18676841627000884,0,4,13,0,0
28,4046,0.7385498743701094,1,3,6,0,0
67,1043,0.4793522892158333,1,3,12,1,0
48,1508,0.4537417590943016,0,3,2,1,0
32,7107,0.8514350378574748,1,2,3,1,0
26,4439,0.7086035243406688,1,4,14,1,0
40,4928,0.03291079695493926,1,1,1,0,1
36,6411,0.2961743146016024,1,4,3,1,0
26,1916,0.8709206608498986,1,1,4,0,0
52,1798,0.01832616854519864,0,1,14,1,0
38,5971,0.5452534462619704,0,4,6,0,0
26,2760,0.7278256691739439,1,3,10,1,0
45,4275,0.6218560854845758,0,2,14,1,0
63,1818,0.7605322021044364,1,4,7,1,0
68,6040,0.7256918489147458,1,3,3,0,0
24,4065,0.6920306951531133,1,3,14,0,0
33,4259,0.8215398609256521,0,2,11,1,0
33,1906,0.6456906684495384,1,2,13,0,0
50,1602,0.40241849425698206,1,3,7,1,0
21,5295,0.47190910991458757,1,2,13,1,0
21,4527,0.7167247826814506,0,3,4,0,0
56,5543,0.8763060296667939,1,1,1,0,0
57,2811,0.2722188008397757,0,2,1,1,0
34,8963,0.34207679597107077,1,1,8,1,0
54,6249,0.9307393963624127,1,2,10,1,0
56,5615,0.5785117924094454,1,3,7,1,0
69,9916,0.17896181713500103,0,3,4,1,0
46,7766,0.6636951389123827,1,3,1,1,0
69,1802,0.9907621555393796,1,3,6,1,0
53,3582,0.8234535644704001,1,3,11,0,0
55,7445,0.7457411365514027,1,3,12,0,0
56,4837,0.20804665426626923,1,2,11,0,1
67,9718,0.8761397846840072,1,2,10,0,0
54,2665,0.5257888435355464,0,1,7,0,0
69,9651,0.8892900220719556,1,4,6,0,0
52,7975,0.3298278294248793,0,2,12,0,0
24,3552,0.06205105263543276,1,2,6,1,0
44,8475,0.4759759686597461,0,4,8,1,0
45,3808,0.26983760481787766,1,4,14,0,1
39,6633,0.7152292897762982,0,1,6,1,0
31,7096,0.9571065528560324,1,1,2,0,0
24,9823,0.6909741511515639,0,3,7,0,0
54,3456,0.8869339297092035,1,1,13,0,0
39,6423,0.45302401360120637,0,1,10,0,0
22,5317,0.7716407371953017,1,4,14,1,0
19,2556,0.8430434366717035,1,2,13,0,0
44,3205,0.7108756275835424,1,3,4,0,0
38,4955,0.5077772860695646,0,1,11,0,0
55,7805,0.625866109615368,0,4,11,1,0
32,1404,0.7005069956788803,0,3,3,1,0
38,2620,0.2530844032214269,1,3,8,0,1
27,3952,0.8095792609149848,0,4,10,1,0
40,9080,0.9503245389672733,1,1,12,0,0
56,4118,0.465239315179936,1,1,12,1,0
22,8380,0.7010671831098774,1,1,5,0,0
18,7630,0.737025905790354,1,1,4,0,0
30,1565,0.6622475475214803,1,3,11,0,0
38,5799,0.5471151083286355,1,2,4,1,0
43,8670,0.8816479545748106,1,3,5,1,0
67,3868,0.44892670926889444,0,3,12,0,0
62,9776,0.06110295648660358,0,4,4,1,0
38,5327,0.8445563757121602,1,3,3,1,0
35,7413,0.6739812723165507,1,1,4,0,0
54,8614,0.8492586264996466,0,4,10,0,0
62,2245,0.1385474424446943,1,4,13,1,0
49,9243,0.03075294050971633,0,4,13,0,0
53,1537,0.9343745403825013,1,4,5,1,0
34,1540,0.14772830585057428,1,4,12,0,1
52,1814,0.8096523320704518,0,1,2,0,0
66,2415,0.8232099421806358,0,2,7,0,0
28,2652,0.708705200549003,1,2,14,0,0
38,5062,0.13126221109287095,1,4,14,0,1
69,3356,0.6673986245608076,0,2,5,0,0
43,4810,0.8890865833268656,0,3,9,0,0
21,1185,0.42553164480088324,0,2,14,0,0
51,2551,0.41351685437859886,1,3,6,1,0
69,8013,0.4428583095794191,0,1,11,1,0
65,1761,0.08227189067620644,1,4,1,1,0
35,7163,0.8920255690299734,0,3,9,1,0
57,8635,0.8691828639805104,0,1,5,1,0
52,4281,0.9979093217902862,0,1,9,1,0
58,2536,0.5851831414984134,0,4,1,1,0
46,7201,0.7511916364513858,1,2,14,1,0
69,4164,0.2026719063073047,1,1,2,1,0
46,3770,0.6675288182241695,0,2,3,0,0
55,8399,0.6497328487573907,1,2,12,1,0
59,4845,0.9012087358416124,1,2,5,1,0
38,4435,0.8307927228390741,1,3,14,0,0
59,5710,0.9384664626177631,0,2,6,1,0
30,1561,0.8688334727016075,0,2,5,0,0
66,5717,0.868693894898852,1,1,1,0,0
58,8623,0.06372332668871827,0,4,4,1,0
34,8187,0.8459619526959559,0,3,6,1,0
26,3180,0.6074783945031181,0,2,4,0,0
58,2960,0.3804444517659612,0,4,4,1,0
18,4879,0.05651462438806232,1,2,5,1,0
19,6153,0.6776737747680467,1,2,8,1,0
65,8035,0.32820175053761746,0,1,5,1,0
