Edad,Genero,Nivel_Educativo,Ingresos_Mensuales
38,1,3,8081.082322713399
45,1,2,4434.747879003797
35,1,1,2161.800793860258
41,1,3,11267.16452217231
49,0,3,13642.865911566494
62,1,2,8421.205570918592
50,1,3,9506.179818799641
27,0,1,1885.6787038040254
26,1,2,16138.883194442282
50,1,2,4478.1437158183835
50,0,3,15526.781716725603
24,0,2,5784.924235507833
21,0,3,5471.441254060608
45,0,1,-648.6536796014525
40,1,1,1532.9109383902178
49,0,1,250.19020578352956
61,0,1,10646.61756447663
33,0,3,10024.898972825025
63,1,3,15170.456062045236
27,0,2,5740.258452222507
31,0,1,4895.495175781574
56,0,2,7944.213885989053
53,0,2,4709.068105341523
51,1,1,5321.520068660839
41,1,3,-2310.6875301783457
35,1,2,16329.033870258056
33,0,3,5941.995111478149
58,0,1,10053.951841483635
54,0,3,7886.2423922737
58,1,2,10248.2570259237
42,0,3,9854.483954957992
25,0,2,2858.7638613164036
41,1,1,7070.463223450259
37,0,1,4951.14834163554
65,1,1,9895.085411869732
47,0,2,8025.137747510812
37,1,2,-2184.0793904525253
35,0,1,6211.932310549762
21,1,1,1465.5922618738784
65,1,1,12357.840507731878
53,1,1,5265.773896938012
23,0,1,2244.861749943675
20,1,1,-362.98703433731816
35,1,1,8794.633143674684
64,0,2,2896.371211890835
57,1,2,11192.194181805095
35,1,3,-553.0931784347567
40,1,1,4635.083689838643
52,0,3,7522.895640946044
23,1,2,3358.9834642351757
43,0,1,9366.310270904914
38,0,1,9956.313997635341
41,1,1,9991.914654526994
32,0,2,4413.043387942634
44,0,3,14263.233524584073
49,0,1,2266.143346866127
29,0,3,-1159.722106280039
22,1,3,2309.292156696552
24,0,1,5844.310205560397
39,1,3,3264.1245631477377
44,1,3,16712.389404979363
32,0,2,8977.165731794434
56,0,2,3693.1743672926254
62,1,3,12772.041570921101
52,1,2,6401.711085716263
43,0,3,3494.3581044252146
40,1,2,6481.470583443691
30,0,2,5380.442729040231
43,1,2,7575.014526137372
20,0,2,-4593.319862909479
46,0,2,2938.993344543621
19,1,3,7425.782738415635
45,1,1,8938.491960543735
40,0,3,-3712.925615922619
53,0,3,2713.49757631567
23,1,1,1756.4081052065021
28,1,3,4285.154003783286
55,1,3,15049.373551155979
51,1,1,5593.674124943395
34,0,1,1853.8348364965404
20,0,3,-741.0140732016216
61,0,1,7283.700707252122
63,1,1,16251.115133347681
51,0,1,12156.383091122192
39,1,3,6942.115640878021
46,1,3,4559.150239722303
46,1,1,-2887.3246904476982
22,1,2,-4050.016667758484
27,0,1,6236.373589241888
27,1,3,7803.401512391522
26,0,2,6232.260087011118
38,1,3,3572.1064946802703
30,1,2,4364.993248694195
27,0,1,2967.5177424637286
55,0,3,6242.798778187604
28,0,3,-805.9474423595175
21,0,2,1376.203802141048
63,1,1,-1143.5380178140567
48,1,2,-3815.8337543264624
51,0,1,3952.1098977092142
59,1,3,10402.088218777651
52,0,3,8238.891399444983
56,0,2,-2321.707862607567
56,1,1,-1273.7733656500131
50,1,3,8598.250599210536
25,1,2,-782.3177829082206
49,1,3,8202.344593886497
50,1,2,982.220801273972
25,0,1,111.47531720235474
63,1,2,-1946.6055392558392
31,0,1,-3326.0273571830685
51,1,3,13520.227850787463
25,1,3,10854.91378013501
59,1,1,4798.750203683755
24,0,3,6303.53503902822
30,0,3,2110.612837356297
38,0,2,11184.654337476924
64,0,1,5145.360846057129
49,0,3,206.82010271017953
28,0,3,4782.49652891416
31,1,2,3794.268310395716
28,1,1,1934.467892089668
19,1,2,12486.14133261003
51,1,2,1750.0879152429243
61,1,3,12442.676006611375
64,0,1,6321.517797812435
34,0,3,3149.5826063043396
31,1,1,1335.6243436464124
42,0,3,8160.295933265043
65,0,3,14385.33597295625
44,0,1,1936.6998204707743
25,0,1,1399.1499321653
34,1,2,8123.4954775629485
22,1,2,3975.8255407079205
29,0,2,11.16921711046598
55,1,1,4952.954571113477
35,0,3,2348.304060405483
43,1,1,17253.35696145172
48,1,2,11571.270890729294
54,1,2,10743.15692334245
23,1,2,4996.6316555947315
58,1,2,8141.920145678034
32,0,3,7835.859673563275
59,1,3,14561.93867725811
43,1,2,8994.981504600753
29,0,1,3486.1213596560356
58,1,2,8025.890687078159
64,1,2,10008.549420847095
31,0,2,3057.8012508884117
18,0,3,2412.3017234377344
34,0,1,5450.764795929731
50,0,3,8464.195803756744
46,0,2,-4342.690588580186
62,0,2,1826.4309745103556
48,0,2,13779.482337983369
25,0,1,1050.2360860855679
47,1,3,13925.19978958718
30,0,3,-1862.0012750085243
33,1,1,-792.2787912345602
19,0,3,326.3615098388482
62,1,2,2942.5769335488885
35,1,1,4900.740217864683
52,1,1,1710.5920456808371
62,1,1,-1730.8499774052034
36,1,2,1180.8462999389712
30,1,3,10925.890193962328
21,0,3,-4271.1947905296365
36,0,2,10028.494069153694
42,0,2,3849.179643625521
55,1,1,6099.903245559038
48,0,1,2954.580718877973
53,0,3,8205.27500873984
21,0,1,9527.073113726934
56,0,1,7563.922510751582
24,1,1,11373.304531687452
33,1,1,-926.2891455279514
65,1,3,11177.699680210702
22,1,2,2543.4777652789076
64,0,3,10121.664721863957
40,0,2,4185.014244026616
53,1,1,14889.937665564003
49,1,1,1203.0236841829037
41,0,1,16304.681709109154
42,0,3,14239.273838370525
62,0,1,3369.605977240441
45,0,2,4484.175158194733
36,1,3,10616.991416014318
24,0,3,-2804.637094412099
61,1,3,3452.796138506701
58,1,2,10072.883839083664
34,0,2,7129.557458499706
19,0,3,-1928.134810366144
33,1,3,10206.557386286579
56,0,2,7168.529143234401
35,1,3,13471.303373420305
56,1,3,3570.1287450032305
18,0,1,-4198.796845029054
20,1,2,30.82868382997185
38,0,2,9384.548038293175
47,0,2,6785.287992099862
28,0,3,3299.9722429229364
39,0,2,12905.436626880022
64,0,1,3390.4220796681557
42,1,1,7259.940523791389
20,0,1,11813.159604606824
47,1,3,2473.663091695883
41,1,1,9747.546970217347
62,1,2,9343.998519873021
53,1,1,4323.418176258578
40,1,2,1590.961317379516
25,1,1,12808.828546407465
21,0,1,2629.7226985271973
56,1,3,13230.157359666646
60,1,1,507.3092028991887
48,0,3,13725.963575500213
46,1,3,17299.57427355125
53,0,1,5271.222567064004
30,1,1,915.0578359563383
58,1,2,14678.040231226212
26,1,3,8229.44791791993
38,0,1,8666.74912962607
20,0,2,3689.6154191787227
42,1,2,14211.019192647891
42,1,3,4901.30540066766
29,0,3,6152.185787484811
46,0,2,4768.258495562282
28,1,1,4025.635156014181
28,1,2,6000.968063584026
43,0,3,8694.55647314991
31,1,1,-3107.2193327796194
33,1,3,8896.87392535658
27,0,2,-2414.8583593853054
48,0,1,1613.2557250762793
48,1,3,3044.9052703814605
53,0,3,9671.458925994579
27,1,3,11452.983709286224
43,0,2,15032.025442134507
37,1,1,4340.319417726862
61,1,3,13892.997674001115
26,0,1,1509.7782250736946
32,1,1,-322.80697587412305
26,0,1,-8297.357805536589
24,1,3,-3143.4477716575348
43,0,2,8620.807607361046
41,0,3,6523.035792804353
29,0,3,-3118.655472792456
37,0,2,7416.174155629642
31,0,1,5078.196654581153
39,0,3,7119.526744514307
33,0,3,5450.381291021718
46,0,2,8615.16672730555
49,0,3,7847.5190533054565
36,0,3,12606.902095401862
52,0,1,7202.623326858546
60,0,3,10313.21828346555
49,0,2,2588.517518056471
37,0,2,5266.689206211619
57,1,3,2553.2920211524324
37,1,2,12290.625602745353
25,1,2,10670.203726319782
52,1,3,6909.06873603756
59,0,3,13756.710955511
30,1,1,-4156.689216146055
58,1,3,17783.50989138564
23,0,2,881.0688266561838
64,0,2,3134.5668286526034
33,0,1,11721.724909868391
22,1,2,3872.193568606389
62,1,2,3257.1018833375147
51,1,2,14257.582667443348
23,1,1,-2361.3697792096527
50,0,3,12870.55344914254
32,1,1,10388.301030821662
32,1,2,10553.956352990732
31,1,2,11181.981653563942
56,1,1,12294.104910804268
22,1,1,3327.3854777307315
43,0,3,9236.796307470462
65,0,2,5642.916353563651
34,0,2,11584.218932646658
60,1,2,4492.282232989695
64,1,3,8091.016411361645
33,0,3,7100.5438587677245
52,1,2,9364.326651089894
55,0,1,9629.972823177788
40,0,3,-703.7526790503398
30,1,3,-1843.4432125080466
50,1,2,14638.88366361045
46,0,3,12359.238986666143
63,0,2,12128.211595790106
51,1,1,-5763.52482675098
51,1,1,5235.318343149929
44,0,3,-2018.2677115446459
32,1,1,-2192.4472673790788
26,0,2,11986.268081461962
43,0,3,13462.061706352237
20,1,1,3987.0039646195446
53,0,2,386.67746143298245
64,1,2,4786.644486728501
22,0,3,11009.997341870167
37,1,1,9234.542918884319
37,1,1,-4454.514327036699
22,1,1,4592.807992672127
27,1,3,7573.464736658036
33,0,1,6628.496036252561
42,0,2,7174.564946328491
61,1,3,16093.28858665016
42,0,2,10166.29779246997
47,0,2,13188.22862385493
31,0,1,-53.98537361493891
39,1,2,8034.238385841069
60,0,1,6442.902524267003
45,1,2,4510.266571316784
47,1,3,9830.141732172402
36,1,1,17146.247980900953
55,0,2,7426.838488141762
59,0,1,-343.6686838295209
37,1,2,9025.832698746251
52,1,3,9553.410593761479
39,1,2,5168.874731361975
32,0,3,9096.056024290361
28,0,1,5885.23462767858
51,0,2,7568.68524894698
41,0,2,6074.145907547324
23,1,2,3131.6768629640046
34,1,3,18498.905425393412
45,1,1,10144.916715700798
48,0,2,-2030.5517857673185
53,1,2,1585.7559369238643
26,0,1,11308.717139773918
27,0,3,4906.807217123385
38,1,2,4228.365116277886
51,1,1,1697.7044204623662
48,1,1,1507.0555510897166
46,1,2,-1859.245347148386
60,1,1,4462.460060178966
60,0,1,7985.898787214637
28,1,1,9490.511454605024
50,1,2,6424.992378285818
63,0,2,11123.536272034366
18,0,2,3825.9333335253395
38,1,2,-6193.340415999719
40,0,3,3647.583579276555
26,1,3,10552.752053929176
18,1,3,-1630.7938780790628
38,1,2,-1380.157495113469
39,0,2,10558.962892894944
21,0,3,7524.320633486142
18,1,2,6589.82661754888
27,0,3,1946.8457299754682
32,1,2,5598.5496744622515
53,1,1,-2983.5921453830088
46,1,1,11171.9309751677
63,1,1,-2978.550350975187
22,0,1,7240.43573092327
46,0,3,-1064.5527664619385
64,1,2,6503.950494801111
64,0,1,18340.51833582797
44,0,2,15564.470904062495
42,0,1,2134.602585869225
33,0,2,6547.3576760903325
33,1,1,7521.154965911329
53,0,3,7327.28167849867
42,1,2,3650.10526340909
58,0,1,12524.405121887565
18,0,3,5874.632086720458
22,0,2,1611.677470020656
58,1,3,6646.704469267661
37,1,2,13733.44169213569
22,1,3,12781.192099676631
53,1,3,5707.409518742312
46,1,1,8881.789394631925
65,1,1,3544.7653984146173
51,1,3,11017.291839849293
65,0,2,9198.782968033467
35,0,1,-151.86971537756654
19,0,1,-4384.983662801259
33,1,3,10311.92052340471
46,1,3,8545.763507565987
50,0,3,7291.5348593017125
33,1,1,6759.330885885905
52,1,2,16030.581719155258
64,0,2,12714.339597825969
60,0,3,3250.4786678555047
59,0,1,-182.49464622998948
34,0,3,13509.451724857474
21,1,2,1643.6640767503163
21,1,1,3694.324483906844
42,0,3,2104.178474142642
50,0,2,343.20542184230726
31,0,2,3196.3200698270075
41,1,2,11470.924119772248
28,1,3,13570.479094780727
42,1,2,5884.754129788798
45,0,3,8667.805877560262
24,0,2,5106.167662578035
53,0,1,12300.488587518132
27,1,2,7197.813878428915
53,1,1,4052.38911860711
48,0,3,5532.3542767015615
36,1,1,7850.99044257138
35,0,1,6209.495776807715
23,1,2,3961.5602196330788
45,0,3,2770.356726242866
24,1,1,3111.6106957882525
55,1,1,5511.77615210374
29,1,1,874.1390363297937
58,0,3,62.909842926437705
51,1,2,5744.56064301306
42,1,2,15991.519907709886
34,1,2,9374.967299465665
50,1,1,16913.26520091972
40,0,1,7659.164688309526
26,0,2,6595.743565483235
23,0,2,1462.749944904374
19,1,1,7287.81653748941
55,1,2,11723.571652150255
26,1,2,5734.141451571984
20,1,1,2803.6560773428764
33,1,1,-495.46896375811684
42,1,2,3011.632780128929
41,0,2,2735.628474642501
64,1,2,9890.3152683744
46,0,3,12426.06299523083
61,0,1,7694.079138197324
57,0,1,19940.640773559426
43,1,2,5295.390148238812
55,1,2,10911.717128834682
52,0,2,8100.492893238427
40,0,3,15097.535802366576
21,0,2,-8647.456925559636
59,1,2,6720.969338010644
31,1,3,7240.427614982595
64,0,3,4876.688666764308
56,1,2,9069.234663119594
24,0,3,3933.3619547976573
25,1,1,-2409.410649528034
59,0,1,5039.712097862765
36,0,3,10338.890723026523
19,0,1,4722.8939235847565
64,0,1,6135.570657365484
18,1,2,7308.023397359969
59,1,3,3018.3786897333503
55,1,1,-418.8051268304471
30,0,1,-2959.3128334202493
59,1,2,13860.831987375006
61,0,2,10734.981747285563
41,0,3,4351.646203410508
49,1,1,5765.631293913762
47,0,1,10698.098503302563
23,0,1,7070.496543839912
55,1,2,8913.426511350302
50,1,2,-2940.7399542459007
61,0,1,9277.73093696573
40,0,1,1986.731639983096
27,1,3,106.42226009821024
63,0,3,16165.337365766482
32,1,3,-5244.79181982075
40,0,3,4870.748801787775
53,0,1,13479.89954739076
18,1,1,621.3511059143921
25,1,3,1241.579108109725
20,0,3,5888.376876951256
31,1,1,3885.6619479361316
34,1,2,4419.0452296561125
51,0,1,6887.284416337579
64,0,1,14111.241075548107
23,0,3,2991.896731219824
22,0,3,3100.6134728556735
63,0,1,11092.528321404301
58,0,2,-4552.66407897834
57,0,2,1232.1874698503343
46,0,3,8601.87335386966
52,1,2,4312.162432968829
35,1,3,-602.8025381213592
57,0,1,4311.029810560335
65,1,3,10802.728532067134
47,1,1,13296.571088378594
32,1,3,4160.627423322918
32,0,2,1478.4610634367664
33,0,2,10862.317186797216
50,0,2,-2104.364793619927
27,0,1,3750.146907276897
36,0,3,1499.8439614000135
54,1,2,609.351246483513
20,0,3,988.0474136450589
53,0,1,4820.228687788936
21,1,1,2566.127929166827
28,0,3,11097.911545510648
58,0,3,10191.835516137955
50,1,1,16824.599228786858
45,1,2,5214.824406372307
49,1,1,2320.1827489243487
33,1,2,2651.7593177563003
26,1,3,5631.8061433431585
28,1,3,-1218.8847338998185
23,0,1,-1423.144085304838
44,1,2,7683.961764570766
29,1,1,5643.420168217563
39,1,2,-983.7185748528918
57,1,3,12947.881973404543
65,0,2,8139.763848641409
54,1,2,5728.56040701519
38,0,1,1248.1581945245393
50,1,3,10707.143448600302
34,0,1,8130.618738062201
46,0,3,16540.955868643265
57,0,2,4730.69890296172
27,1,1,-1445.4358229700047
35,1,1,6701.571259195511
64,1,2,5831.632235169653
30,1,1,6309.676739541843
44,1,2,3284.5743054152113
27,1,2,-4171.991401886105
49,1,2,8617.161814376906
58,0,1,2406.9103597554094
62,1,1,12766.905531728566
20,0,3,7951.063784304531
39,0,1,5378.13429381552
44,0,3,7416.483715329511
20,0,2,9810.323434278154
50,1,1,-219.98457155781944
19,1,2,9410.856343403917
28,0,3,4939.954915867146
63,1,2,8325.961804966437
27,1,1,654.0443447297021
56,0,1,3338.614860026042
50,1,1,5460.034714583353
24,1,3,11544.681974952819
32,1,1,4455.4155062160835
43,0,2,8295.527188907592
28,0,1,3881.145658039688
55,0,2,2068.1814613717997
44,1,2,9693.743914667475
56,0,3,3940.4599992861467
24,0,1,6656.065153671314
18,1,1,6379.4945686115
27,0,3,4643.776653841806
38,1,3,15182.855056550055
32,1,1,7680.414602264491
47,0,1,4943.718998387432
47,1,1,14992.80192247906
25,1,2,9575.344321916795
41,1,1,458.89488570226695
36,0,1,-1021.0192117310053
20,1,3,3694.9942495766472
32,1,1,6347.022509446139
53,1,2,9604.030659370093
23,0,3,12687.38447478518
59,1,2,5626.6837854284195
65,1,2,9127.610950371409
35,0,2,12987.238572880906
55,0,1,6598.1513564082925
36,1,3,14258.188826776872
47,0,3,4146.819911402577
30,1,1,890.449322065364
56,0,3,12475.180361219293
29,0,2,2669.8274319209954
51,1,2,6512.00379354864
29,1,3,4089.3709972157803
61,0,1,2336.0689584957563
41,1,3,4765.228027117448
21,0,3,3287.9920601463155
53,1,3,6745.671225500315
65,1,3,4915.781490017421
31,1,3,-335.554739072375
34,0,3,2119.3507521682523
20,1,3,2114.828423407145
55,0,2,5668.19710839692
40,1,3,8576.541019671855
30,1,2,4157.658344091524
26,1,3,352.9293385832616
38,0,3,10362.426060171922
58,0,1,2910.18856487198
25,0,2,17100.547299920167
34,1,2,6227.523735695365
33,0,1,4964.208554339111
33,0,2,9969.765348222782
45,1,3,4999.389976390208
33,0,2,5070.920475794647
63,1,1,9456.724199348813
63,1,2,9849.656342163325
31,1,2,5762.3273843690195
63,1,3,14576.615395671479
61,1,1,10585.818062825841
55,0,1,10023.024858496043
37,0,1,4299.497608759901
62,0,1,1369.534078435251
65,0,1,3071.4289832270124
58,1,2,4757.566713553659
51,0,2,3937.9503513372947
46,0,2,10619.78846975952
20,1,1,545.1508101297823
27,1,3,3993.5146479065843
37,1,2,8928.656043829382
19,1,1,1047.3628008308851
44,0,3,3416.482374722994
49,1,1,8970.09029029652
27,0,1,634.056706030131
57,0,2,10850.083384606973
34,0,1,-3004.4098789085347
50,0,1,-3177.234361926223
23,1,3,11362.138961775494
56,0,3,9139.55783634914
64,0,3,5649.372847536012
35,1,1,594.1916295864639
26,0,1,5607.947391635994
25,1,1,11854.672910501864
42,1,3,8886.95717208608
48,1,1,5150.769635889679
59,1,3,3902.295843876759
21,1,2,-1486.4398444973885
37,0,1,-4557.2949415317125
45,0,1,10095.263666571727
57,0,2,17941.315555529283
18,1,1,6821.927868612073
57,0,3,16827.111051098233
61,0,2,17344.837107561267
40,1,2,7185.9500886095675
64,1,2,15483.360907938344
30,0,1,6665.302721790942
33,0,1,1419.2159975040577
43,1,2,-2341.2206258775477
48,0,2,3807.3459708203845
18,0,2,3748.5149914647727
34,0,1,9409.894365137727
33,0,3,-1022.7979896054339
54,1,1,7815.88944706808
27,0,3,6786.40164018299
55,1,2,8029.28406944759
61,1,1,16330.92277345826
48,1,1,10207.882047228471
27,0,1,6714.055410868358
51,0,2,5561.437500920021
23,0,2,321.8136445079672
45,1,2,14671.793666891994
45,0,3,18995.86556589332
30,1,3,3144.891356012009
58,0,3,3057.0344839316576
29,1,1,8679.58263003626
57,1,1,11295.186696274564
19,1,3,9376.987188892246
25,1,2,6360.718294267949
59,0,1,5795.04411271742
26,1,3,2805.2832635287355
25,1,1,4126.1375304407575
20,0,1,-3284.477377272604
26,1,3,5947.67210811665
30,0,3,6526.665636221154
26,0,2,6668.859338055856
48,0,2,9444.623100018456
42,0,1,2511.3373353927814
61,0,2,16718.408902087947
62,0,3,13578.232760225988
25,0,3,4207.1843085116125
64,1,1,-1551.9226150617706
48,1,2,7389.0316024536405
62,0,3,18888.54233176408
62,1,2,7414.709373106199
48,0,1,2523.99899454894
34,0,1,5678.300660517282
64,1,3,13439.837504225972
36,0,1,3963.2895196821005
20,0,2,-1182.8792786361237
63,0,2,7947.250120860136
47,1,2,12386.024119727761
27,1,3,6742.696126451436
46,1,2,3154.8856009035344
57,0,3,15405.932943150812
35,1,2,-3256.69019678067
29,0,1,-2585.540237060801
40,1,3,2905.1801982571606
28,0,3,5821.986816799968
26,1,3,10610.349407093734
41,1,3,10475.433494178886
42,1,2,11816.523649984289
42,1,1,1106.665675811888
64,0,3,10686.20382266571
26,0,1,8586.083337410193
29,1,1,5350.357711872692
28,1,3,1889.6455996387203
55,1,3,18329.975710242783
45,0,3,4078.4030923421938
25,0,1,6567.215087579281
27,0,3,13818.509998401787
42,0,1,550.8523711447951
64,0,3,6432.38859756467
53,0,2,15055.53306326811
60,0,1,-495.7221764281112
26,1,3,8930.4207386827
58,1,3,10268.471458886375
25,0,2,15260.679165921076
20,1,2,-7423.340523078898
35,0,3,11288.365908224976
63,0,3,9806.358421609426
52,0,1,4173.570658262732
34,1,1,11724.899160091483
53,0,2,4501.844456542879
45,0,2,5221.169794895383
32,0,1,7864.46382408543
36,0,3,12185.01899348776
39,1,3,7510.386932014059
23,1,1,-5258.109068208214
64,1,3,1990.1080161029768
24,1,1,7754.559561749856
61,1,2,16577.539870662917
65,0,1,1295.0816202501628
26,1,3,-2898.0961647462227
37,1,2,10231.73038494846
54,1,3,13210.293668050752
28,1,2,231.11225065696
19,1,1,11264.812258041986
39,1,2,9719.150621754192
65,0,1,2339.0337798604523
53,1,2,7506.535741788353
22,0,3,7765.194707973026
24,1,3,15048.429577558882
23,0,1,4358.556881196857
39,0,2,6678.421605772272
27,0,1,3835.153300285717
63,1,1,8540.011562669688
57,0,1,9716.97270804489
63,1,2,6476.416851397656
63,0,1,7879.984175112681
37,0,2,-424.2760130778688
45,1,3,8982.722729058209
40,0,1,1290.9329250245664
52,1,1,-602.735966364744
18,0,2,9107.11614137457
46,1,2,4971.763280580985
26,0,1,7399.871765017491
26,0,2,1001.8768694549276
39,0,2,994.6351039774863
19,0,3,20231.345438851065
33,0,2,5984.642204525364
57,0,1,2859.6028127088075
23,0,2,12848.324439515038
30,0,3,4356.897505486464
50,0,2,8642.134993129035
36,1,3,8633.872129008138
32,1,2,-828.1714196565963
50,1,1,3746.9520526110546
27,0,2,1270.1388688822517
18,0,1,15119.433456143033
29,0,3,-84.35330340642577
60,1,2,10741.742815307764
46,1,2,7653.607476510845
34,1,2,15718.855512933276
21,0,3,7394.531315845809
46,0,1,4591.55333524665
24,0,2,5623.540717823331
61,1,2,-1672.6046811514043
30,1,3,7527.2268572094645
22,1,3,7759.0732277985935
23,1,1,986.7917712457643
51,0,3,14686.325671953791
24,0,3,6976.748600654305
63,0,3,9563.322176203206
45,1,2,9241.251105559406
63,0,2,299.37865961878197
27,1,1,2748.0186677191314
21,1,2,6819.210579964767
20,1,3,-2211.811328426582
42,0,1,8064.11786188543
40,0,2,6283.440653830079
44,0,1,10497.120992868937
31,0,1,7487.115311201625
55,0,1,8410.206214264983
49,0,2,-2748.634608202021
40,0,3,6525.648686311694
64,1,1,4023.5151167927197
57,0,3,3814.670256800622
54,0,3,10.993049907039676
20,0,1,-3686.6095723022763
52,0,1,17528.3669461908
30,1,1,-1819.5664863986112
51,0,3,8585.24820721091
41,1,1,1833.2507987320332
18,1,1,7650.287384525261
29,0,3,9365.83759339353
25,0,2,6436.3955267993915
36,0,2,-2279.8389402375997
26,0,2,6828.5746804297
45,0,2,9887.00390489016
31,1,1,-5165.766259564254
44,0,3,9010.562947564793
35,0,1,3942.1064873033765
59,1,3,5571.414720161694
58,1,2,7261.690686290609
23,1,3,3740.846008910191
50,1,2,-2369.502721477331
54,0,3,17489.68796098435
59,0,1,10164.015901853358
42,0,1,179.9473400858942
30,0,3,11592.110512575142
40,1,2,4082.8480257252436
53,0,2,955.0055802902352
50,1,3,5124.353812179251
38,1,3,20102.111418976932
51,0,1,6470.707648597655
53,0,2,9455.923005359366
34,0,1,5965.313737676486
27,0,3,14771.32128390243
40,0,2,5002.549522616696
61,1,1,13401.66802252689
19,1,1,6834.532357926239
52,0,1,-1345.2257607701877
31,0,1,11311.609130531446
64,0,2,15047.46994122296
62,1,2,13133.028013687723
58,1,3,8921.288333994293
19,0,3,9758.343488979684
36,0,3,11734.7711689709
33,0,1,2333.9157051910547
60,1,3,8452.849237363633
61,0,1,7542.9542741909945
42,1,2,491.15345395869826
18,0,2,4724.274300883673
19,0,2,1926.840482503101
65,0,3,4899.166939084527
44,0,2,12867.772689453148
19,0,2,6451.257608580158
47,1,2,2025.6190315250678
27,1,2,8573.31841722071
36,1,1,10521.869587029774
59,1,2,-2865.8442359474066
33,0,2,8283.393992539675
30,1,1,4462.8255051398555
65,0,2,8368.693306258905
25,0,3,2294.966664550311
48,0,3,12094.973667194032
62,0,3,9992.656361498925
42,0,1,4818.363758609821
56,0,2,3596.20526096684
38,0,2,7429.648458859187
55,1,3,12626.483742782815
58,1,1,8994.51202946792
46,1,3,9165.640013929686
23,1,1,1512.0881471310493
35,0,2,3362.597817015735
61,1,1,8608.692964850485
52,0,3,1388.4137545187987
44,1,1,-917.259636352609
22,0,3,11398.264137812082
24,1,3,2021.1663827228144
27,1,2,6789.677645753274
27,0,2,8046.461111806719
45,1,2,8674.601109519723
53,0,3,14518.115584133326
27,0,2,2974.9872977262185
52,0,2,6177.395850429426
52,1,3,15214.52217501591
54,0,3,11097.038541169799
65,1,3,5880.541392760368
37,1,1,2981.677090562991
30,1,1,7129.510057242978
28,1,2,1136.905296724116
62,1,1,14739.978939566725
36,1,1,7276.922494704381
45,1,3,14003.206402810694
55,1,2,4751.183468845853
62,0,3,13486.034535071363
21,1,1,3921.648107497617
54,0,1,9973.109441950179
36,1,2,1471.8842652311969
54,1,3,13967.485798902442
31,1,1,6169.755359963307
48,1,2,1518.2554625441262
45,1,1,12404.272099529677
53,0,1,2113.173165990739
61,0,3,11323.561624405796
55,1,3,14324.405154017215
36,1,1,1915.6610446286954
59,0,2,9004.15769699041
18,0,3,7459.7561794790145
40,1,3,9487.699576595827
45,1,2,-70.6852544454132
65,0,3,13403.815216705645
21,0,3,2471.4044721613745
58,0,2,12362.035718593412
35,1,3,4507.631913662237
64,1,1,-824.4284487720051
56,1,1,5679.42250007023
42,0,2,13195.585569779389
35,1,2,-1414.5039618308283
23,1,2,15857.16687406944
36,1,3,8643.8812079256
29,1,1,-347.3859817253733
42,1,2,9838.212990768581
52,0,2,14625.401268947215
18,0,3,10127.561194444193
22,1,2,7938.066986244391
18,1,2,269.58000695315604
25,1,1,-228.25687124659316
56,0,1,12967.822577424444
64,1,2,4899.559907502763
60,0,1,7519.947633560061
35,0,3,13838.184524373726
63,1,1,-522.0634308572317
26,1,1,5447.718781856102
22,1,1,3150.7084875294518
21,1,3,7163.2200696486
61,1,2,3752.208601164127
46,1,3,1153.608174212959
18,0,3,5278.303253349687
47,0,3,10491.722806054613
62,1,2,1375.644414728181
18,0,2,7410.452336519042
20,0,1,-2514.251585527447
39,1,2,4080.34417042113
25,1,3,15836.686240238098
35,1,1,6964.328226859165
42,0,1,10456.85095202005
65,0,2,12021.764024603814
37,0,2,4867.41799275284
48,1,3,14956.596256896071
47,1,2,-4830.950750587954
33,1,2,-1136.0626108656343
19,1,1,5877.075157499383
34,1,2,-537.6698527312819
27,0,3,5615.402188975481
24,0,2,-4454.363962635345
59,0,1,11012.805243381472
26,0,2,2406.2339563330347
34,0,3,2575.926087345614
26,0,1,7727.976498119215
26,1,1,4463.292025300586
54,1,2,8476.559813605416
41,0,3,-813.2507920243243
56,0,2,5554.094862704259
28,0,3,2177.1700240403225
25,1,2,-667.9770377436716
42,0,2,3090.7584124046557
63,0,2,-25.00124435280304
19,1,3,9165.20027056488
27,1,3,1609.4225809495383
41,0,3,8375.20621507766
65,0,2,8484.168821446756
33,1,1,2760.6473252282576
36,1,3,6052.80162326106
48,0,2,3655.9668865184854
28,0,3,11491.204000897205
23,0,3,3597.66052991407
23,0,2,960.7426368496108
49,0,3,12196.2089731754
56,1,3,12721.468631529027
65,0,2,4077.703405040893
30,0,2,-168.94180694046554
20,0,2,6927.916352372189
58,0,2,10799.1336607371
52,1,1,9002.191135431302
55,1,1,11317.570389459717
34,0,3,8209.169306870073
20,1,1,40.848225052122416
51,1,1,6456.989416375407
29,1,1,-66.28776587107313
41,1,2,5162.97794667535
23,1,3,4008.301699826269
59,1,3,14827.598118066147
28,0,3,5520.728139797115
65,0,3,9978.614691160305
44,0,3,11567.482675254716
65,1,2,6111.0878259146375
41,0,3,4394.179664537515
35,0,3,7396.8115566957795
44,1,3,5779.723854082398
58,1,3,8117.37686871005
38,1,3,7601.224971145697
51,1,3,3783.7345727129523
50,1,3,9890.967967570194
65,1,2,-1404.3331115827787
35,0,3,13099.471992743827
20,0,2,47.14027544652254
41,1,2,5883.542289290992
18,0,2,903.8011965980281
23,1,2,8447.38374904203
