Estado;Antiguedad;Vivienda;Plazo;Edad;EstadoCivil;Registros;Trabajo;Gastos;Ingresos;Activos;Deuda;Cantidad;Precio
bueno;20;alquila;36;39;casado;no;freelance;92;170;12000;0;950;980
bueno;1;padres;24;19;soltero;no;fijo;35;28;0;0;400;600
malo;2;alquila;48;31;casado;no;freelance;102;268;0;0;1400;1635
malo;0;propietario;48;28;casado;no;tiempo parcial;60;155;4500;1641;800;1376
bueno;24;alquila;36;49;casado;no;fijo;84;240;0;0;675;675
bueno;0;propietario;60;47;casado;si;fijo;90;500;20000;0;1800;2000
malo;4;propietario;60;42;casado;no;fijo;75;135;4000;0;978;978
malo;3;padres;60;25;soltero;no;tiempo parcial;35;225;0;0;1130;1130
bueno;3;propietario;48;48;casado;no;freelance;45;100;4000;0;1600;2600
bueno;30;propietario;36;52;casado;no;fijo;60;190;5000;0;800;950
malo;1;propietario;60;37;casado;no;freelance;60;200;9000;0;1400;1493
bueno;4;alquila;36;45;casado;no;fijo;105;154;12000;0;600;2240
bueno;13;propietario;60;30;casado;no;fijo;45;210;14000;0;1100;1224
malo;4;alquila;36;38;casado;si;fijo;60;145;0;0;650;1000
malo;22;propietario;60;50;casado;no;fijo;90;210;16000;0;2100;2500
malo;1;padres;60;29;casado;si;tiempo parcial;35;102;0;0;1100;1120
malo;10;alquila;24;52;casado;no;freelance;45;NA;2000;0;400;1242
bueno;0;propietario;36;42;casado;no;fijo;105;75;10000;0;400;725
bueno;0;propietario;36;37;casado;no;freelance;75;150;7000;1500;500;720
bueno;1;padres;36;36;soltero;no;fijo;35;120;0;0;1000;2470
malo;15;alquila;60;33;casado;si;freelance;64;36;0;0;1150;1150
bueno;15;propietario;36;41;casado;no;freelance;90;129;16000;0;1000;1655
bueno;6;padres;60;23;casado;no;fijo;45;125;0;0;900;1389
bueno;8;otra;48;30;casado;no;fijo;75;156;0;0;1100;1310
malo;12;propietario;60;27;casado;no;fijo;60;72;2500;1300;750;758
bueno;8;otra;24;33;casado;no;fijo;75;166;0;0;1150;1770
malo;1;padres;36;23;soltero;no;tiempo parcial;35;75;0;0;350;425
bueno;22;propietario;24;41;casado;no;fijo;90;125;4700;400;250;1035
bueno;20;alquila;60;52;casado;no;freelance;70;250;4100;0;1200;1226
bueno;25;propietario;36;58;casado;no;fijo;45;128;30000;0;1500;1750
bueno;11;propietario;36;46;casado;no;fijo;60;155;16500;0;1000;1800
bueno;4;propietario;60;28;casado;no;fijo;60;459;22000;9700;600;2150
bueno;9;propietario;48;38;casado;no;fijo;75;360;8000;4000;1700;1713
malo;1;alquila;36;39;casado;no;fijo;85;100;0;0;600;975
bueno;10;alquila;60;24;casado;no;fijo;53;80;0;0;400;650
bueno;4;propietario;60;41;casado;no;fijo;90;250;10000;2000;800;916
bueno;24;otra;36;51;casado;no;fijo;45;105;0;0;625;625
bueno;30;propietario;36;56;casado;si;freelance;105;300;30000;1300;1100;1318
bueno;1;otra;24;24;casado;no;freelance;60;137;0;0;300;750
bueno;20;propietario;12;49;casado;no;fijo;90;110;15000;0;125;325
bueno;1;propietario;36;21;soltero;no;fijo;35;127;10000;0;850;1014
malo;13;propietario;60;34;separado;no;fijo;35;56;7000;1500;1250;1525
bueno;1;propietario;60;38;casado;no;fijo;90;75;5000;0;1000;1144
bueno;2;propietario;36;58;viudo;no;otros;35;52;4000;0;400;550
bueno;0;padres;60;39;soltero;no;fijo;35;100;0;0;1000;1556
bueno;14;alquila;60;60;casado;no;fijo;62;170;8000;0;915;1396
bueno;6;privado;60;23;soltero;no;fijo;35;150;5050;3800;1000;2470
bueno;17;propietario;12;37;casado;no;fijo;75;188;7000;1000;600;1890
bueno;8;privado;36;48;casado;si;fijo;75;175;1000;0;475;575
bueno;4;padres;60;26;casado;no;fijo;45;64;0;0;1150;1294
malo;1;padres;36;23;soltero;no;tiempo parcial;35;110;0;0;650;710
bueno;13;propietario;60;34;casado;no;fijo;45;186;3000;0;1900;2600
bueno;19;propietario;60;46;soltero;no;fijo;75;140;6000;0;1800;1849
bueno;12;propietario;12;51;casado;no;freelance;45;200;2000;0;350;450
bueno;13;propietario;60;45;casado;no;fijo;90;135;4750;3500;1100;1369
bueno;4;propietario;60;55;casado;no;fijo;45;130;9000;0;1800;2281
malo;0;propietario;48;39;casado;no;freelance;60;200;5500;0;3075;4575
bueno;6;padres;60;33;casado;si;tiempo parcial;60;NA;0;0;1250;1332
bueno;12;alquila;36;52;casado;no;freelance;75;NA;3500;0;200;1240
bueno;11;propietario;60;26;casado;no;fijo;45;90;3000;0;900;931
bueno;31;propietario;60;47;casado;no;fijo;60;175;8000;1500;1000;1330
bueno;2;propietario;18;31;casado;no;tiempo parcial;90;197;5000;300;860;1192
malo;3;propietario;48;50;casado;no;fijo;90;125;12000;0;800;950
bueno;6;propietario;36;39;casado;si;freelance;45;170;14000;1200;1100;1900
malo;10;alquila;48;36;casado;si;freelance;100;247;0;0;1500;1810
malo;0;otra;60;47;casado;si;otros;45;250;100000;0;1300;1700
bueno;20;propietario;24;45;casado;no;fijo;75;130;5000;0;450;1318
bueno;8;otra;24;40;casado;si;fijo;75;207;0;0;600;750
malo;15;alquila;60;36;casado;si;freelance;97;65;0;0;1000;1168
bueno;2;propietario;36;43;casado;si;freelance;90;180;8000;560;700;1300
malo;4;propietario;48;44;casado;no;freelance;60;250;40000;9300;700;1111
bueno;1;propietario;60;55;casado;no;otros;45;129;3000;0;970;1264
malo;0;alquila;60;32;casado;no;freelance;90;NA;0;0;1600;1692
malo;1;otra;48;26;soltero;no;tiempo parcial;35;116;2000;0;1100;1123
bueno;9;propietario;60;33;casado;no;fijo;75;88;2500;0;1000;1386
bueno;11;alquila;24;27;casado;no;tiempo parcial;72;120;0;0;900;1395
malo;2;alquila;60;24;casado;no;fijo;70;100;0;0;900;1127
bueno;0;propietario;60;29;casado;no;fijo;60;100;5000;0;800;960
malo;1;padres;60;20;soltero;no;freelance;35;113;13000;0;1500;2179
bueno;20;propietario;36;46;casado;si;freelance;105;80;9000;0;850;886
bueno;30;propietario;60;62;casado;no;fijo;60;150;3200;400;800;1314
malo;0;otra;36;49;casado;si;freelance;75;NA;0;0;2400;2800
bueno;2;padres;60;27;soltero;no;fijo;35;71;3500;0;600;960
malo;1;alquila;60;52;divorciado;no;fijo;55;99;0;0;750;873
bueno;2;otra;36;26;soltero;no;fijo;35;63;0;0;300;1111
malo;5;propietario;60;43;casado;si;freelance;75;166;7000;700;1000;1040
bueno;15;padres;60;34;casado;no;fijo;45;108;0;0;1000;1995
bueno;15;alquila;60;37;casado;no;fijo;58;134;500;0;900;1333
bueno;5;alquila;36;37;casado;no;fijo;74;138;0;0;900;1358
bueno;3;propietario;48;39;casado;no;fijo;60;110;3000;0;1270;1613
bueno;2;propietario;60;26;casado;no;fijo;45;160;3500;0;1300;1855
bueno;2;propietario;60;34;casado;no;fijo;60;176;4000;450;1800;2271
malo;1;padres;60;30;separado;no;tiempo parcial;35;70;0;0;925;925
bueno;4;alquila;60;26;casado;no;fijo;51;60;0;0;1750;1950
bueno;20;otra;6;58;casado;si;fijo;45;130;0;0;500;2058
bueno;1;padres;60;36;soltero;no;fijo;35;176;0;0;1100;1600
bueno;13;propietario;60;40;casado;no;fijo;90;130;3000;0;800;860
bueno;7;propietario;36;49;viudo;no;fijo;35;108;12000;0;350;875
bueno;15;propietario;60;55;casado;no;freelance;60;NA;6500;3650;1200;1710
bueno;1;propietario;60;25;casado;no;freelance;60;150;10000;2000;1000;1260
bueno;6;alquila;36;33;casado;no;fijo;108;183;0;0;950;1705
bueno;18;alquila;60;38;casado;no;fijo;56;108;0;0;1000;1307
bueno;15;otra;36;38;casado;si;freelance;90;200;6000;0;1550;1982
bueno;11;alquila;12;33;casado;no;fijo;78;180;0;0;300;1479
malo;0;padres;48;22;soltero;si;NA;45;NA;0;0;1000;1449
bueno;15;alquila;60;42;casado;no;fijo;58;130;0;0;1000;1308
malo;1;alquila;48;47;casado;no;fijo;74;140;0;0;2000;2201
bueno;0;propietario;60;25;casado;no;fijo;75;141;3500;0;1250;1350
bueno;17;propietario;48;42;casado;no;fijo;60;127;3500;0;700;1386
bueno;21;propietario;48;52;casado;no;fijo;60;117;3000;0;1650;2276
bueno;13;alquila;36;36;casado;si;fijo;88;130;0;0;400;1608
bueno;5;propietario;60;28;casado;si;freelance;75;240;3000;0;1300;1585
bueno;18;padres;60;33;soltero;si;fijo;35;425;0;0;900;1320
bueno;10;propietario;60;46;casado;si;freelance;75;800;25000;2050;2600;3190
bueno;3;padres;60;22;soltero;no;fijo;35;80;0;0;1000;1500
bueno;1;alquila;60;22;soltero;no;fijo;45;95;0;0;1250;1571
malo;3;propietario;60;23;soltero;no;tiempo parcial;35;71;1500;0;1150;1386
bueno;8;otra;60;29;casado;no;fijo;45;135;0;0;1400;1680
bueno;4;padres;36;29;soltero;no;fijo;35;47;0;0;400;450
bueno;10;padres;12;37;casado;no;fijo;90;250;3000;0;240;1488
bueno;3;otra;12;30;soltero;no;freelance;35;150;0;0;920;1396
bueno;29;propietario;48;52;casado;no;fijo;60;118;6500;0;750;1255
bueno;12;propietario;48;46;casado;no;fijo;60;130;6000;0;1480;1883
bueno;15;propietario;36;51;casado;no;fijo;45;125;4000;200;375;375
bueno;5;alquila;60;28;casado;no;freelance;77;171;0;0;2500;3070
bueno;0;propietario;36;33;casado;no;fijo;45;265;2500;1100;1400;2189
bueno;10;alquila;60;39;soltero;no;freelance;45;100;0;0;1450;1692
malo;4;alquila;60;33;casado;no;freelance;82;69;0;0;2000;2216
bueno;12;propietario;48;40;casado;no;fijo;75;293;4000;0;1298;1298
bueno;13;privado;24;59;viudo;no;fijo;35;87;1200;0;425;750
bueno;16;propietario;60;32;casado;no;fijo;45;110;6000;2000;1400;1830
bueno;2;propietario;60;45;casado;no;freelance;75;75;2500;0;1100;1242
malo;3;otra;48;38;casado;no;freelance;75;40;3500;0;600;882
bueno;4;propietario;60;26;casado;no;fijo;45;140;3500;1500;600;1137
malo;0;alquila;24;29;casado;no;freelance;60;NA;0;0;275;275
malo;0;padres;36;21;soltero;no;tiempo parcial;45;161;2500;0;580;580
bueno;2;padres;6;31;soltero;no;fijo;35;70;0;0;850;1403
bueno;18;propietario;36;32;casado;no;fijo;75;65;2500;0;700;957
bueno;4;otra;24;40;casado;no;tiempo parcial;60;66;0;0;1300;1300
malo;4;alquila;48;29;casado;si;fijo;42;73;0;0;579;1097
bueno;7;alquila;36;33;casado;no;freelance;78;178;0;0;700;1033
bueno;0;padres;60;29;separado;no;tiempo parcial;35;140;0;0;763;913
malo;2;propietario;60;57;soltero;no;freelance;35;50;15000;0;960;962
malo;2;propietario;60;23;casado;no;fijo;45;78;5000;6300;1075;1123
malo;10;propietario;36;36;casado;no;freelance;75;NA;10000;0;1000;1400
bueno;11;propietario;60;38;casado;no;freelance;60;350;7500;0;1500;1800
bueno;1;alquila;48;45;casado;no;fijo;59;140;0;0;1800;1980
bueno;2;propietario;36;51;casado;no;tiempo parcial;75;125;4500;0;600;989
bueno;22;alquila;48;42;casado;si;fijo;102;121;0;0;1000;1250
bueno;0;propietario;60;22;soltero;no;tiempo parcial;35;155;6500;0;1100;1646
bueno;2;privado;48;26;soltero;no;fijo;35;133;3000;0;1000;1114
bueno;20;propietario;60;51;casado;no;fijo;75;117;2000;0;1000;1365
malo;1;padres;36;33;soltero;no;fijo;35;125;0;0;600;1600
bueno;5;privado;48;43;casado;si;fijo;75;136;2500;500;940;1133
bueno;3;propietario;12;32;casado;no;freelance;75;25;3600;1800;100;550
malo;11;alquila;36;52;casado;no;fijo;93;176;0;0;350;350
bueno;20;otra;12;65;casado;si;freelance;45;430;70000;0;1000;1321
malo;1;alquila;60;32;casado;no;fijo;88;125;0;0;1200;1225
bueno;8;propietario;60;29;viudo;no;fijo;35;79;4000;0;850;950
malo;1;alquila;36;25;casado;si;tiempo parcial;69;92;0;0;475;550
bueno;0;padres;60;22;casado;no;fijo;45;176;0;0;1150;1277
malo;2;privado;60;53;casado;no;fijo;75;85;7000;0;1050;1172
bueno;1;propietario;24;47;casado;no;fijo;90;188;9000;0;700;1318
bueno;2;alquila;48;34;casado;no;freelance;75;300;0;0;1700;2185
malo;1;padres;60;23;soltero;no;fijo;35;100;0;0;1500;2610
bueno;13;alquila;60;54;casado;no;fijo;57;120;0;0;1000;1257
bueno;1;padres;12;22;soltero;no;tiempo parcial;35;60;0;0;100;600
malo;1;alquila;48;46;casado;no;fijo;103;125;1500;0;1100;1408
bueno;19;propietario;12;42;casado;no;fijo;90;464;5000;0;1100;2413
bueno;5;padres;60;45;casado;si;fijo;35;176;0;0;1000;1388
bueno;19;padres;60;49;soltero;no;fijo;35;90;0;0;1600;1636
bueno;8;propietario;60;28;casado;no;freelance;60;200;9000;0;750;850
bueno;1;padres;24;22;soltero;no;fijo;35;415;0;0;700;1757
bueno;11;propietario;60;27;casado;no;fijo;45;318;8000;3300;1350;1600
bueno;6;propietario;18;33;soltero;no;fijo;35;163;6000;0;1200;2022
malo;4;alquila;60;52;casado;no;fijo;97;72;0;0;1200;1200
bueno;2;propietario;60;34;casado;no;fijo;45;156;5000;198;1550;1550
malo;0;propietario;36;43;viudo;no;otros;35;49;2000;0;400;710
bueno;8;propietario;60;40;casado;no;fijo;75;110;3000;0;950;1286
bueno;3;propietario;60;31;casado;no;fijo;45;140;5500;1200;900;1400
bueno;2;propietario;36;31;casado;no;freelance;60;92;2500;850;600;1638
malo;4;alquila;60;27;viudo;si;freelance;35;NA;0;0;1700;1700
bueno;6;propietario;24;42;casado;no;tiempo parcial;60;145;3000;0;500;1850
bueno;2;padres;60;35;casado;no;fijo;75;104;0;0;1200;1677
bueno;4;propietario;36;42;casado;si;freelance;75;400;12000;0;1500;1900
bueno;0;propietario;48;24;casado;no;tiempo parcial;45;95;5000;0;1000;1601
bueno;5;propietario;6;31;casado;no;freelance;60;150;5000;0;300;1200
bueno;1;padres;12;53;soltero;no;fijo;35;160;0;0;250;1456
bueno;14;propietario;60;59;casado;no;fijo;60;177;10000;0;1450;1456
bueno;12;propietario;48;38;casado;no;fijo;60;85;3000;0;500;960
malo;6;alquila;36;49;casado;si;freelance;113;380;0;0;1000;1337
bueno;13;propietario;60;42;casado;no;fijo;60;107;4000;0;1000;1359
bueno;0;propietario;36;54;casado;no;otros;45;134;2500;0;625;801
malo;2;alquila;60;24;soltero;no;fijo;35;NA;0;0;850;989
bueno;21;alquila;60;39;casado;no;fijo;124;191;2000;0;2000;2536
malo;0;propietario;60;48;casado;no;tiempo parcial;75;100;7000;0;1000;1129
bueno;2;padres;36;20;soltero;no;fijo;35;110;0;0;500;1314
malo;5;otra;48;32;casado;si;fijo;45;225;0;0;1000;1812
bueno;15;padres;60;51;casado;si;fijo;60;100;0;0;300;1742
bueno;35;propietario;48;54;casado;no;fijo;60;217;5000;0;1250;1455
malo;3;otra;36;40;casado;si;fijo;75;176;0;0;950;1150
bueno;3;propietario;24;29;casado;no;fijo;45;254;6000;800;500;1900
malo;3;otra;60;27;casado;no;fijo;90;126;4000;0;1400;1800
bueno;0;propietario;60;57;casado;no;freelance;45;200;3500;0;950;1070
malo;1;otra;60;36;casado;no;fijo;60;101;0;0;850;1098
malo;10;padres;60;31;casado;no;fijo;60;119;0;0;1600;1750
bueno;0;propietario;48;22;soltero;no;fijo;35;152;4000;0;1210;1325
malo;0;padres;48;40;casado;no;tiempo parcial;90;113;3500;0;600;710
bueno;18;otra;36;54;casado;no;fijo;75;119;0;0;300;1268
malo;0;alquila;60;39;soltero;si;fijo;35;NA;0;0;2350;2679
bueno;8;padres;60;26;soltero;no;freelance;35;75;7000;0;850;989
bueno;21;alquila;60;36;casado;no;fijo;83;80;0;0;1220;1505
malo;0;padres;36;22;casado;no;tiempo parcial;60;137;0;0;700;900
bueno;4;privado;36;26;casado;no;fijo;45;107;3000;0;700;700
malo;5;propietario;60;36;casado;no;freelance;90;62;3000;0;650;1295
malo;5;propietario;60;36;casado;no;freelance;90;62;3000;0;650;1295
bueno;19;alquila;60;37;casado;si;fijo;88;125;0;0;750;970
malo;4;alquila;60;28;casado;no;fijo;79;190;4000;0;1250;1250
bueno;12;propietario;24;56;casado;si;fijo;60;124;1000;0;500;1495
malo;3;propietario;36;35;casado;si;tiempo parcial;60;144;3000;0;475;690
malo;0;propietario;60;31;casado;si;fijo;45;184;3500;0;1550;1679
bueno;5;padres;24;26;soltero;no;freelance;35;100;0;0;800;2450
bueno;10;propietario;12;34;casado;no;fijo;75;80;4500;3500;300;1600
bueno;2;alquila;60;36;casado;no;fijo;58;129;0;0;1125;1575
bueno;3;propietario;24;29;casado;no;fijo;60;225;9000;0;600;980
bueno;13;propietario;48;33;casado;no;fijo;75;191;8000;2000;1400;1602
bueno;2;alquila;24;28;casado;no;fijo;75;150;0;0;512;1255
bueno;5;privado;60;24;casado;no;fijo;45;127;2000;0;1000;1282
malo;43;propietario;60;57;casado;si;fijo;45;283;8000;0;900;1168
bueno;15;padres;60;34;soltero;no;fijo;45;195;17000;0;1200;1200
bueno;2;propietario;36;38;casado;no;fijo;45;114;3600;0;650;1100
bueno;0;alquila;60;29;soltero;no;fijo;35;NA;0;0;1550;1700
malo;0;alquila;60;36;casado;si;fijo;85;100;0;0;1100;1256
bueno;0;alquila;36;29;soltero;no;tiempo parcial;46;113;0;0;1100;1110
bueno;9;propietario;60;47;casado;no;freelance;75;178;50000;0;1850;1852
bueno;15;propietario;48;53;casado;no;freelance;75;100;17000;0;500;1114
malo;3;alquila;36;32;soltero;no;freelance;35;NA;0;0;950;1350
bueno;10;propietario;60;34;casado;si;fijo;60;310;3000;0;1600;1849
malo;2;otra;60;21;soltero;no;fijo;35;86;0;0;1400;1600
bueno;10;otra;36;32;soltero;no;fijo;35;139;0;0;1100;2471
bueno;0;propietario;60;32;soltero;no;tiempo parcial;35;94;7500;0;1350;1583
bueno;1;alquila;36;24;casado;no;fijo;59;135;0;0;650;1136
bueno;23;privado;60;51;casado;si;fijo;45;110;2500;0;800;1343
bueno;3;propietario;48;29;casado;no;fijo;45;145;3500;0;700;1104
bueno;4;padres;54;38;divorciado;no;fijo;35;53;0;0;850;1129
bueno;18;propietario;42;38;casado;no;freelance;75;229;8000;0;1700;1850
malo;12;propietario;60;47;casado;si;freelance;75;285;20000;0;1440;1440
bueno;2;alquila;12;34;casado;no;freelance;69;240;0;0;500;700
bueno;8;padres;60;22;soltero;no;fijo;35;86;8000;0;1200;1214
malo;24;privado;60;46;casado;no;fijo;60;165;3500;1300;1400;1530
bueno;14;propietario;60;39;casado;no;fijo;105;129;3500;1200;750;1888
bueno;2;padres;60;28;casado;no;fijo;60;131;6000;0;1250;1346
bueno;6;NA;12;25;soltero;no;fijo;35;69;NA;NA;500;1275
bueno;9;alquila;60;39;casado;no;fijo;57;123;0;0;1000;1194
malo;6;alquila;48;53;separado;si;fijo;56;208;0;0;1200;1479
bueno;23;propietario;60;49;casado;no;fijo;60;133;2000;0;1000;1755
bueno;3;propietario;24;46;casado;no;freelance;75;500;14000;0;500;1095
bueno;0;padres;36;56;casado;si;fijo;35;102;6000;0;1000;1606
bueno;15;propietario;48;33;casado;no;fijo;75;150;3000;0;1000;1670
bueno;0;padres;60;30;casado;no;fijo;75;100;5000;0;1350;1896
bueno;1;alquila;18;26;soltero;no;fijo;46;110;0;0;500;600
bueno;1;propietario;60;34;casado;no;freelance;60;NA;11000;0;1400;1500
bueno;16;alquila;60;36;soltero;si;fijo;47;120;5500;1700;1650;1852
malo;2;padres;24;37;soltero;no;fijo;35;78;0;0;800;1298
bueno;12;propietario;60;26;casado;no;fijo;60;187;6000;1000;1100;1175
bueno;25;propietario;60;62;casado;no;freelance;60;428;22000;0;1900;1994
bueno;3;alquila;60;41;casado;no;otros;51;60;0;0;750;818
malo;4;propietario;60;37;casado;no;fijo;75;116;3000;575;950;950
bueno;2;propietario;36;32;casado;no;fijo;75;114;5000;0;1000;1853
bueno;4;propietario;48;32;casado;no;fijo;45;208;6500;5000;1000;1323
bueno;16;propietario;60;31;casado;no;fijo;75;123;4000;0;700;1698
malo;0;alquila;48;28;casado;no;tiempo parcial;66;64;0;0;1100;1365
bueno;10;propietario;48;37;casado;no;fijo;75;350;7000;0;1000;1628
malo;3;padres;36;21;soltero;no;fijo;35;85;0;0;105;105
bueno;5;alquila;24;31;casado;no;fijo;84;90;0;0;400;2230
bueno;16;alquila;60;36;casado;no;fijo;100;250;0;0;1250;1816
bueno;17;propietario;60;34;casado;no;fijo;75;173;4000;1600;933;964
malo;1;alquila;36;25;soltero;no;fijo;49;135;0;0;600;675
bueno;20;otra;60;36;casado;no;fijo;75;210;0;0;1330;1330
bueno;7;alquila;60;47;casado;no;fijo;53;80;0;0;1350;1612
bueno;3;privado;6;24;soltero;no;fijo;35;173;4800;0;475;1323
bueno;13;propietario;60;28;casado;no;fijo;60;130;5000;1500;900;1281
bueno;10;propietario;36;32;casado;no;fijo;75;112;5000;3600;400;830
malo;2;alquila;60;35;casado;si;fijo;52;70;0;0;1000;1000
malo;4;padres;36;28;soltero;no;fijo;35;116;0;0;925;1350
bueno;3;propietario;48;26;casado;no;fijo;45;165;4000;600;950;1490
bueno;13;propietario;36;60;casado;no;freelance;60;116;4000;0;1000;1100
bueno;2;propietario;24;57;casado;no;otros;45;25;2500;0;400;1034
bueno;2;padres;36;34;separado;no;fijo;35;130;4000;0;500;550
malo;2;alquila;60;57;casado;no;otros;50;52;1800;0;800;866
malo;0;otra;24;46;soltero;si;fijo;35;78;0;0;550;550
bueno;1;propietario;60;28;casado;no;otros;45;148;4500;0;1300;1695
malo;0;propietario;60;44;casado;no;otros;60;NA;25000;0;850;972
bueno;12;alquila;36;35;casado;si;freelance;82;74;8000;0;475;550
bueno;1;alquila;60;21;soltero;no;fijo;49;138;0;0;950;984
malo;0;propietario;36;45;casado;si;otros;90;155;5000;0;300;1012
bueno;5;alquila;48;31;casado;no;fijo;70;247;0;0;900;1039
bueno;1;padres;48;27;soltero;no;freelance;35;85;0;0;650;650
bueno;0;propietario;12;59;casado;no;freelance;45;42;4000;0;400;790
bueno;17;ignorar;60;55;casado;no;fijo;60;157;8000;0;1600;1600
bueno;4;propietario;60;36;casado;si;fijo;75;236;3750;2000;1500;1615
bueno;15;alquila;60;41;casado;no;fijo;74;137;0;0;1000;1450
bueno;28;propietario;36;51;casado;no;freelance;60;152;10000;0;500;635
malo;1;privado;60;35;casado;no;freelance;35;NA;3000;0;1400;1411
bueno;3;padres;60;33;soltero;no;fijo;35;167;10000;0;2000;2250
malo;0;alquila;48;39;casado;si;fijo;153;330;0;0;1000;1260
bueno;7;alquila;60;34;soltero;no;fijo;60;250;9200;0;1500;1594
malo;1;padres;36;22;soltero;no;fijo;35;80;8000;0;490;690
bueno;4;propietario;36;25;soltero;no;fijo;35;200;5000;0;900;1139
bueno;35;propietario;48;55;casado;no;freelance;60;84;13000;0;1390;1390
bueno;19;propietario;60;33;casado;no;fijo;75;200;10000;1620;1000;1671
bueno;6;propietario;60;28;casado;no;fijo;60;187;5000;0;1500;2180
bueno;1;propietario;60;24;soltero;no;fijo;35;70;4000;0;1200;1505
bueno;12;propietario;60;38;casado;no;fijo;75;120;5000;0;1100;1172
bueno;0;propietario;60;30;casado;no;fijo;45;80;2000;200;1000;1331
malo;15;alquila;24;47;casado;si;freelance;79;41;7000;0;1200;2257
malo;3;alquila;60;31;casado;si;fijo;81;57;0;0;1400;1475
malo;5;padres;36;26;soltero;no;freelance;35;NA;5000;3000;1200;2140
bueno;0;padres;48;21;soltero;no;fijo;35;70;0;0;1250;1365
malo;0;alquila;48;27;casado;no;freelance;70;250;0;0;860;970
bueno;5;propietario;60;65;casado;no;otros;45;222;12000;0;600;1264
bueno;14;propietario;60;56;casado;si;freelance;75;150;NA;0;1000;1104
bueno;10;propietario;48;41;soltero;no;fijo;35;175;3000;0;750;1128
bueno;3;alquila;36;25;soltero;no;fijo;49;138;0;0;900;1717
bueno;4;padres;36;27;casado;no;fijo;45;72;0;0;350;1426
malo;0;propietario;60;62;casado;si;otros;90;136;2650;0;600;790
malo;10;propietario;60;42;casado;no;freelance;90;40;5000;1600;2000;2550
bueno;2;padres;60;25;soltero;no;freelance;45;130;8500;0;1100;1380
malo;1;padres;60;34;casado;no;fijo;75;190;0;0;700;719
bueno;2;propietario;60;24;casado;no;fijo;60;243;2500;1980;1250;1451
bueno;2;alquila;60;26;casado;si;fijo;70;98;0;0;1100;1240
malo;0;padres;24;21;soltero;si;tiempo parcial;35;126;0;0;1150;1586
malo;10;propietario;48;35;casado;no;tiempo parcial;75;55;4000;0;1500;1786
malo;1;propietario;60;49;casado;no;tiempo parcial;105;88;2000;0;850;1149
malo;1;propietario;60;35;soltero;no;tiempo parcial;35;181;4500;0;1600;1912
malo;14;privado;60;33;casado;si;fijo;90;77;3400;0;1500;1813
malo;4;padres;36;27;separado;si;fijo;35;110;0;0;300;550
bueno;17;propietario;60;35;casado;no;fijo;60;125;4000;0;1080;1428
bueno;4;propietario;60;27;casado;no;freelance;60;225;14500;1200;700;2273
bueno;2;alquila;36;35;soltero;no;fijo;42;74;0;0;950;1000
bueno;11;propietario;18;37;casado;no;fijo;45;115;20000;0;600;1200
bueno;1;alquila;48;64;casado;no;otros;74;137;3500;0;600;927
bueno;14;propietario;36;34;viudo;no;fijo;45;202;6500;0;350;800
bueno;2;propietario;48;37;casado;no;fijo;75;135;18000;0;1000;1062
bueno;5;propietario;48;43;casado;no;freelance;45;145;5000;0;680;1350
malo;6;alquila;36;49;casado;no;otros;65;54;0;0;450;615
bueno;11;propietario;12;51;casado;no;freelance;45;80;6000;0;1000;1931
bueno;9;propietario;36;24;casado;no;fijo;45;140;9000;0;1000;1100
bueno;1;padres;60;22;soltero;no;fijo;35;90;0;0;1250;1590
malo;0;padres;36;30;soltero;no;otros;45;32;0;0;650;750
bueno;1;propietario;24;33;casado;no;fijo;45;130;3000;0;800;1465
bueno;17;propietario;24;50;casado;no;freelance;60;285;22000;700;500;1321
bueno;0;padres;36;19;soltero;no;tiempo parcial;35;75;0;0;1450;1473
bueno;5;propietario;36;26;casado;si;freelance;45;150;7000;0;1500;2588
bueno;12;propietario;60;28;soltero;si;fijo;35;172;3000;2000;950;1184
malo;1;alquila;36;23;casado;no;freelance;75;300;0;0;400;700
bueno;3;padres;60;26;soltero;si;fijo;35;73;0;0;650;1200
bueno;20;propietario;60;51;casado;no;fijo;60;165;3500;0;500;625
malo;3;propietario;36;38;casado;no;freelance;90;300;3000;0;1200;1881
bueno;14;alquila;60;30;casado;si;fijo;67;217;0;0;1800;1807
malo;0;otra;60;41;casado;si;fijo;105;NA;0;0;1000;2750
bueno;3;privado;60;29;casado;no;fijo;60;90;2000;0;1650;1800
bueno;4;padres;36;28;casado;no;fijo;45;100;0;0;1000;2343
bueno;0;propietario;48;38;casado;no;fijo;75;217;3500;0;1400;1689
malo;7;propietario;48;29;casado;no;fijo;60;62;4000;0;984;984
bueno;4;alquila;6;28;casado;no;fijo;66;60;0;0;200;1566
bueno;16;propietario;60;32;casado;no;fijo;60;117;1100;80;1400;1833
malo;2;alquila;48;22;soltero;no;fijo;42;73;0;0;940;1127
malo;2;padres;48;30;soltero;no;fijo;35;86;0;0;900;1127
malo;11;propietario;48;30;casado;no;fijo;75;67;3000;2040;1000;1093
bueno;30;propietario;36;53;casado;no;fijo;75;165;5000;0;900;900
malo;2;privado;60;28;casado;si;fijo;75;166;6000;0;1500;1599
malo;5;otra;48;22;soltero;no;fijo;35;82;0;0;480;1910
malo;1;alquila;36;24;casado;no;freelance;44;90;0;0;1050;1493
malo;1;alquila;60;52;separado;si;fijo;68;327;0;0;700;819
bueno;8;propietario;60;34;casado;no;fijo;75;145;3000;1800;1500;1703
